"","x","y","taxon","mean","sd","proj"
"14916",853000,1094000,"Hickory",9.2e-06,9.2e-06,NA
"14917",861000,1094000,"Hickory",5.2e-06,5.2e-06,NA
"14918",869000,1094000,"Hickory",5.6e-06,5.6e-06,NA
"14919",877000,1094000,"Hickory",8e-07,8e-07,NA
"14920",885000,1094000,"Hickory",5.6e-06,5.6e-06,NA
"14921",893000,1094000,"Hickory",8.4e-06,8.4e-06,NA
"14922",901000,1094000,"Hickory",1.04e-05,1.04e-05,NA
"14923",909000,1094000,"Hickory",1.28e-05,1.28e-05,NA
"14924",917000,1094000,"Hickory",1.76e-05,1.76e-05,NA
"14925",925000,1094000,"Hickory",NA,NA,NA
"14926",933000,1094000,"Hickory",NA,NA,NA
"14927",941000,1094000,"Hickory",NA,NA,NA
"14928",949000,1094000,"Hickory",NA,NA,NA
"14929",957000,1094000,"Hickory",NA,NA,NA
"14930",965000,1094000,"Hickory",NA,NA,NA
"14931",973000,1094000,"Hickory",NA,NA,NA
"14932",981000,1094000,"Hickory",NA,NA,NA
"14933",989000,1094000,"Hickory",NA,NA,NA
"14934",997000,1094000,"Hickory",NA,NA,NA
"14935",1005000,1094000,"Hickory",NA,NA,NA
"14936",1013000,1094000,"Hickory",NA,NA,NA
"14937",1021000,1094000,"Hickory",NA,NA,NA
"14938",1029000,1094000,"Hickory",NA,NA,NA
"14939",1037000,1094000,"Hickory",NA,NA,NA
"14940",1045000,1094000,"Hickory",NA,NA,NA
"14941",1053000,1094000,"Hickory",NA,NA,NA
"14942",1061000,1094000,"Hickory",NA,NA,NA
"14943",1069000,1094000,"Hickory",NA,NA,NA
"14944",1077000,1094000,"Hickory",NA,NA,NA
"14945",1085000,1094000,"Hickory",NA,NA,NA
"14946",1093000,1094000,"Hickory",NA,NA,NA
"14947",1101000,1094000,"Hickory",NA,NA,NA
"14948",1109000,1094000,"Hickory",NA,NA,NA
"14949",1117000,1094000,"Hickory",NA,NA,NA
"14950",1125000,1094000,"Hickory",NA,NA,NA
"14951",1133000,1094000,"Hickory",NA,NA,NA
"14952",1141000,1094000,"Hickory",NA,NA,NA
"14953",1149000,1094000,"Hickory",NA,NA,NA
"14954",1157000,1094000,"Hickory",NA,NA,NA
"14955",1165000,1094000,"Hickory",NA,NA,NA
"14956",1173000,1094000,"Hickory",NA,NA,NA
"14957",1181000,1094000,"Hickory",NA,NA,NA
"14958",1189000,1094000,"Hickory",NA,NA,NA
"14959",1197000,1094000,"Hickory",NA,NA,NA
"14960",1205000,1094000,"Hickory",NA,NA,NA
"14961",1213000,1094000,"Hickory",NA,NA,NA
"14962",1221000,1094000,"Hickory",NA,NA,NA
"14963",1229000,1094000,"Hickory",NA,NA,NA
"14964",1237000,1094000,"Hickory",NA,NA,NA
"14965",1245000,1094000,"Hickory",NA,NA,NA
"14966",1253000,1094000,"Hickory",NA,NA,NA
"14967",1261000,1094000,"Hickory",NA,NA,NA
"14968",1269000,1094000,"Hickory",NA,NA,NA
"14969",1277000,1094000,"Hickory",NA,NA,NA
"14970",1285000,1094000,"Hickory",NA,NA,NA
"14971",1293000,1094000,"Hickory",NA,NA,NA
"14972",1301000,1094000,"Hickory",NA,NA,NA
"14973",1309000,1094000,"Hickory",NA,NA,NA
"14974",1317000,1094000,"Hickory",NA,NA,NA
"14975",1325000,1094000,"Hickory",NA,NA,NA
"14976",1333000,1094000,"Hickory",NA,NA,NA
"14977",1341000,1094000,"Hickory",NA,NA,NA
"14978",1349000,1094000,"Hickory",NA,NA,NA
"14979",1357000,1094000,"Hickory",NA,NA,NA
"14980",1365000,1094000,"Hickory",NA,NA,NA
"14981",1373000,1094000,"Hickory",NA,NA,NA
"14982",1381000,1094000,"Hickory",NA,NA,NA
"14983",1389000,1094000,"Hickory",NA,NA,NA
"14984",1397000,1094000,"Hickory",NA,NA,NA
"14985",1405000,1094000,"Hickory",NA,NA,NA
"14986",1413000,1094000,"Hickory",NA,NA,NA
"14987",1421000,1094000,"Hickory",NA,NA,NA
"14988",1429000,1094000,"Hickory",NA,NA,NA
"14989",1437000,1094000,"Hickory",NA,NA,NA
"14990",1445000,1094000,"Hickory",NA,NA,NA
"14991",1453000,1094000,"Hickory",NA,NA,NA
"14992",1461000,1094000,"Hickory",NA,NA,NA
"14993",1469000,1094000,"Hickory",NA,NA,NA
"14994",1477000,1094000,"Hickory",NA,NA,NA
"14995",1485000,1094000,"Hickory",NA,NA,NA
"14996",1493000,1094000,"Hickory",NA,NA,NA
"14997",1501000,1094000,"Hickory",NA,NA,NA
"14998",1509000,1094000,"Hickory",NA,NA,NA
"14999",1517000,1094000,"Hickory",NA,NA,NA
"15000",1525000,1094000,"Hickory",NA,NA,NA
"15001",1533000,1094000,"Hickory",NA,NA,NA
"15002",1541000,1094000,"Hickory",NA,NA,NA
"15003",1549000,1094000,"Hickory",NA,NA,NA
"15004",1557000,1094000,"Hickory",NA,NA,NA
"15005",1565000,1094000,"Hickory",NA,NA,NA
"15006",1573000,1094000,"Hickory",NA,NA,NA
"15007",1581000,1094000,"Hickory",NA,NA,NA
"15008",1589000,1094000,"Hickory",NA,NA,NA
"15009",1597000,1094000,"Hickory",NA,NA,NA
"15010",1605000,1094000,"Hickory",NA,NA,NA
"15011",1613000,1094000,"Hickory",NA,NA,NA
"15012",1621000,1094000,"Hickory",NA,NA,NA
"15013",1629000,1094000,"Hickory",NA,NA,NA
"15014",1637000,1094000,"Hickory",NA,NA,NA
"15015",1645000,1094000,"Hickory",NA,NA,NA
"15016",1653000,1094000,"Hickory",NA,NA,NA
"15017",1661000,1094000,"Hickory",NA,NA,NA
"15018",1669000,1094000,"Hickory",NA,NA,NA
"15019",1677000,1094000,"Hickory",NA,NA,NA
"15020",1685000,1094000,"Hickory",NA,NA,NA
"15021",1693000,1094000,"Hickory",NA,NA,NA
"15022",1701000,1094000,"Hickory",NA,NA,NA
"15023",1709000,1094000,"Hickory",NA,NA,NA
"15024",1717000,1094000,"Hickory",NA,NA,NA
"15025",1725000,1094000,"Hickory",NA,NA,NA
"15026",1733000,1094000,"Hickory",NA,NA,NA
"15027",1741000,1094000,"Hickory",NA,NA,NA
"15028",1749000,1094000,"Hickory",NA,NA,NA
"15029",1757000,1094000,"Hickory",NA,NA,NA
"15030",1765000,1094000,"Hickory",NA,NA,NA
"15031",1773000,1094000,"Hickory",NA,NA,NA
"15032",1781000,1094000,"Hickory",NA,NA,NA
"15033",1789000,1094000,"Hickory",NA,NA,NA
"15034",1797000,1094000,"Hickory",NA,NA,NA
"15035",1805000,1094000,"Hickory",NA,NA,NA
"15036",1813000,1094000,"Hickory",NA,NA,NA
"15037",1821000,1094000,"Hickory",NA,NA,NA
"15038",1829000,1094000,"Hickory",NA,NA,NA
"15039",1837000,1094000,"Hickory",NA,NA,NA
"15040",1845000,1094000,"Hickory",NA,NA,NA
"15041",1853000,1094000,"Hickory",NA,NA,NA
"15042",1861000,1094000,"Hickory",NA,NA,NA
"15043",1869000,1094000,"Hickory",NA,NA,NA
"15044",1877000,1094000,"Hickory",NA,NA,NA
"15045",1885000,1094000,"Hickory",NA,NA,NA
"15046",1893000,1094000,"Hickory",NA,NA,NA
"15047",1901000,1094000,"Hickory",NA,NA,NA
"15048",1909000,1094000,"Hickory",NA,NA,NA
"15049",1917000,1094000,"Hickory",NA,NA,NA
"15050",1925000,1094000,"Hickory",NA,NA,NA
"15051",1933000,1094000,"Hickory",NA,NA,NA
"15052",1941000,1094000,"Hickory",NA,NA,NA
"15053",1949000,1094000,"Hickory",NA,NA,NA
"15054",1957000,1094000,"Hickory",NA,NA,NA
"15055",1965000,1094000,"Hickory",NA,NA,NA
"15056",1973000,1094000,"Hickory",NA,NA,NA
"15057",1981000,1094000,"Hickory",NA,NA,NA
"15058",1989000,1094000,"Hickory",NA,NA,NA
"15059",1997000,1094000,"Hickory",5.92e-05,5.92e-05,NA
"15060",2005000,1094000,"Hickory",5.8e-05,5.8e-05,NA
"15061",2013000,1094000,"Hickory",5.84e-05,5.84e-05,NA
"15062",2021000,1094000,"Hickory",2.92e-05,2.92e-05,NA
"15063",2029000,1094000,"Hickory",6.76e-05,6.76e-05,NA
"15064",2037000,1094000,"Hickory",0.0001364,0.0001364,NA
"15065",2045000,1094000,"Hickory",0.0001016,0.0001016,NA
"15066",2053000,1094000,"Hickory",5.64e-05,5.64e-05,NA
"15067",2061000,1094000,"Hickory",8.32e-05,8.32e-05,NA
"15068",2069000,1094000,"Hickory",6.48e-05,6.48e-05,NA
"15069",2077000,1094000,"Hickory",4.2e-05,4.2e-05,NA
"15070",2085000,1094000,"Hickory",2.56e-05,2.56e-05,NA
"15071",2093000,1094000,"Hickory",4.72e-05,4.72e-05,NA
"15072",2101000,1094000,"Hickory",2.96e-05,2.96e-05,NA
"15073",2109000,1094000,"Hickory",6.2e-05,6.2e-05,NA
"15074",2117000,1094000,"Hickory",5.8e-05,5.8e-05,NA
"15075",2125000,1094000,"Hickory",0.0001148,0.0001148,NA
"15076",2133000,1094000,"Hickory",6.24e-05,6.24e-05,NA
"15077",2141000,1094000,"Hickory",3.36e-05,3.36e-05,NA
"15078",2149000,1094000,"Hickory",3.6e-05,3.6e-05,NA
"15079",2157000,1094000,"Hickory",0.0001076,0.0001076,NA
"15080",2165000,1094000,"Hickory",3.04e-05,3.04e-05,NA
"15081",2173000,1094000,"Hickory",3.56e-05,3.56e-05,NA
"15082",2181000,1094000,"Hickory",4.44e-05,4.44e-05,NA
"15083",2189000,1094000,"Hickory",2.24e-05,2.24e-05,NA
"15084",2197000,1094000,"Hickory",5.56e-05,5.56e-05,NA
"15085",2205000,1094000,"Hickory",6e-05,6e-05,NA
"15086",2213000,1094000,"Hickory",3.2e-05,3.2e-05,NA
"15087",2221000,1094000,"Hickory",2.88e-05,2.88e-05,NA
"15088",2229000,1094000,"Hickory",NA,NA,NA
"15089",2237000,1094000,"Hickory",NA,NA,NA
"15090",2245000,1094000,"Hickory",NA,NA,NA
"15091",2253000,1094000,"Hickory",NA,NA,NA
"15092",2261000,1094000,"Hickory",NA,NA,NA
"15093",2269000,1094000,"Hickory",NA,NA,NA
"15094",2277000,1094000,"Hickory",NA,NA,NA
"15095",2285000,1094000,"Hickory",NA,NA,NA
"15096",2293000,1094000,"Hickory",NA,NA,NA
"15097",-67000,1086000,"Hickory",NA,NA,NA
"15098",-59000,1086000,"Hickory",NA,NA,NA
"15099",-51000,1086000,"Hickory",0.0003496,0.0003496,NA
"15100",-43000,1086000,"Hickory",0.000352,0.000352,NA
"15101",-35000,1086000,"Hickory",0.0002124,0.0002124,NA
"15102",-27000,1086000,"Hickory",0.0001676,0.0001676,NA
"15103",-19000,1086000,"Hickory",0.000146,0.000146,NA
"15104",-11000,1086000,"Hickory",0.0002224,0.0002224,NA
"15105",-3000,1086000,"Hickory",0.000112,0.000112,NA
"15106",5000,1086000,"Hickory",8.28e-05,8.28e-05,NA
"15107",13000,1086000,"Hickory",0.0001752,0.0001752,NA
"15108",21000,1086000,"Hickory",0.000148,0.000148,NA
"15109",29000,1086000,"Hickory",0.0001812,0.0001812,NA
"15110",37000,1086000,"Hickory",0.0001432,0.0001432,NA
"15111",45000,1086000,"Hickory",7.48e-05,7.48e-05,NA
"15112",53000,1086000,"Hickory",0.0001572,0.0001572,NA
"15113",61000,1086000,"Hickory",6.72e-05,6.72e-05,NA
"15114",69000,1086000,"Hickory",3.32e-05,3.32e-05,NA
"15115",77000,1086000,"Hickory",6.68e-05,6.68e-05,NA
"15116",85000,1086000,"Hickory",3.4e-05,3.4e-05,NA
"15117",93000,1086000,"Hickory",1.68e-05,1.68e-05,NA
"15118",101000,1086000,"Hickory",0.0002264,0.0002264,NA
"15119",109000,1086000,"Hickory",0.0002256,0.0002256,NA
"15120",117000,1086000,"Hickory",0.0001268,0.0001268,NA
"15121",125000,1086000,"Hickory",8.28e-05,8.28e-05,NA
"15122",133000,1086000,"Hickory",0.00013,0.00013,NA
"15123",141000,1086000,"Hickory",0.0001108,0.0001108,NA
"15124",149000,1086000,"Hickory",3.32e-05,3.32e-05,NA
"15125",157000,1086000,"Hickory",1.44e-05,1.44e-05,NA
"15126",165000,1086000,"Hickory",5.84e-05,5.84e-05,NA
"15127",173000,1086000,"Hickory",8.8e-05,8.8e-05,NA
"15128",181000,1086000,"Hickory",0.0002096,0.0002096,NA
"15129",189000,1086000,"Hickory",0.000206,0.000206,NA
"15130",197000,1086000,"Hickory",0.0003232,0.0003232,NA
"15131",205000,1086000,"Hickory",0.0005092,0.0005092,NA
"15132",213000,1086000,"Hickory",0.0006012,0.0006012,NA
"15133",221000,1086000,"Hickory",0.0008108,0.0008108,NA
"15134",229000,1086000,"Hickory",0.0005636,0.0005636,NA
"15135",237000,1086000,"Hickory",0.0005632,0.0005632,NA
"15136",245000,1086000,"Hickory",0.0006176,0.0006176,NA
"15137",253000,1086000,"Hickory",0.0002692,0.0002692,NA
"15138",261000,1086000,"Hickory",0.0002716,0.0002716,NA
"15139",269000,1086000,"Hickory",0.000158,0.000158,NA
"15140",277000,1086000,"Hickory",8.6e-05,8.6e-05,NA
"15141",285000,1086000,"Hickory",6.36e-05,6.36e-05,NA
"15142",293000,1086000,"Hickory",2.16e-05,2.16e-05,NA
"15143",301000,1086000,"Hickory",4.8e-06,4.8e-06,NA
"15144",309000,1086000,"Hickory",6e-06,6e-06,NA
"15145",317000,1086000,"Hickory",1.4e-05,1.4e-05,NA
"15146",325000,1086000,"Hickory",6e-06,6e-06,NA
"15147",333000,1086000,"Hickory",4.92e-05,4.92e-05,NA
"15148",341000,1086000,"Hickory",0.0001204,0.0001204,NA
"15149",349000,1086000,"Hickory",9.32e-05,9.32e-05,NA
"15150",357000,1086000,"Hickory",9.56e-05,9.56e-05,NA
"15151",365000,1086000,"Hickory",3.28e-05,3.28e-05,NA
"15152",373000,1086000,"Hickory",3.44e-05,3.44e-05,NA
"15153",381000,1086000,"Hickory",3.32e-05,3.32e-05,NA
"15154",389000,1086000,"Hickory",5.44e-05,5.44e-05,NA
"15155",397000,1086000,"Hickory",1.92e-05,1.92e-05,NA
"15156",405000,1086000,"Hickory",2.32e-05,2.32e-05,NA
"15157",413000,1086000,"Hickory",1.4e-05,1.4e-05,NA
"15158",421000,1086000,"Hickory",1.92e-05,1.92e-05,NA
"15159",429000,1086000,"Hickory",2.28e-05,2.28e-05,NA
"15160",437000,1086000,"Hickory",2e-05,2e-05,NA
"15161",445000,1086000,"Hickory",3e-05,3e-05,NA
"15162",453000,1086000,"Hickory",2.56e-05,2.56e-05,NA
"15163",461000,1086000,"Hickory",1.52e-05,1.52e-05,NA
"15164",469000,1086000,"Hickory",7.6e-06,7.6e-06,NA
"15165",477000,1086000,"Hickory",6e-06,6e-06,NA
"15166",485000,1086000,"Hickory",6.4e-06,6.4e-06,NA
"15167",493000,1086000,"Hickory",1.84e-05,1.84e-05,NA
"15168",501000,1086000,"Hickory",1.36e-05,1.36e-05,NA
"15169",509000,1086000,"Hickory",8e-06,8e-06,NA
"15170",517000,1086000,"Hickory",1.08e-05,1.08e-05,NA
"15171",525000,1086000,"Hickory",8.4e-06,8.4e-06,NA
"15172",533000,1086000,"Hickory",1.2e-05,1.2e-05,NA
"15173",541000,1086000,"Hickory",1.32e-05,1.32e-05,NA
"15174",549000,1086000,"Hickory",2e-05,2e-05,NA
"15175",557000,1086000,"Hickory",7.2e-06,7.2e-06,NA
"15176",565000,1086000,"Hickory",9.2e-06,9.2e-06,NA
"15177",573000,1086000,"Hickory",1.44e-05,1.44e-05,NA
"15178",581000,1086000,"Hickory",6.8e-06,6.8e-06,NA
"15179",589000,1086000,"Hickory",4e-06,4e-06,NA
"15180",597000,1086000,"Hickory",7.6e-06,7.6e-06,NA
"15181",605000,1086000,"Hickory",9.6e-06,9.6e-06,NA
"15182",613000,1086000,"Hickory",1.16e-05,1.16e-05,NA
"15183",621000,1086000,"Hickory",1.24e-05,1.24e-05,NA
"15184",629000,1086000,"Hickory",1.8e-05,1.8e-05,NA
"15185",637000,1086000,"Hickory",5.2e-06,5.2e-06,NA
"15186",645000,1086000,"Hickory",8e-06,8e-06,NA
"15187",653000,1086000,"Hickory",9.2e-06,9.2e-06,NA
"15188",661000,1086000,"Hickory",7.6e-06,7.6e-06,NA
"15189",669000,1086000,"Hickory",8.4e-06,8.4e-06,NA
"15190",677000,1086000,"Hickory",2.68e-05,2.68e-05,NA
"15191",685000,1086000,"Hickory",6.4e-06,6.4e-06,NA
"15192",693000,1086000,"Hickory",3.8e-05,3.8e-05,NA
"15193",701000,1086000,"Hickory",1.72e-05,1.72e-05,NA
"15194",709000,1086000,"Hickory",1.56e-05,1.56e-05,NA
"15195",717000,1086000,"Hickory",1.4e-05,1.4e-05,NA
"15196",725000,1086000,"Hickory",1.64e-05,1.64e-05,NA
"15197",733000,1086000,"Hickory",1.16e-05,1.16e-05,NA
"15198",741000,1086000,"Hickory",6.4e-06,6.4e-06,NA
"15199",749000,1086000,"Hickory",8.4e-06,8.4e-06,NA
"15200",757000,1086000,"Hickory",2.4e-06,2.4e-06,NA
"15201",765000,1086000,"Hickory",2.4e-06,2.4e-06,NA
"15202",773000,1086000,"Hickory",2.4e-06,2.4e-06,NA
"15203",781000,1086000,"Hickory",2e-06,2e-06,NA
"15204",789000,1086000,"Hickory",8e-07,8e-07,NA
"15205",797000,1086000,"Hickory",8e-06,8e-06,NA
"15206",805000,1086000,"Hickory",6.4e-06,6.4e-06,NA
"15207",813000,1086000,"Hickory",1e-05,1e-05,NA
"15208",821000,1086000,"Hickory",8.8e-06,8.8e-06,NA
"15209",829000,1086000,"Hickory",1.36e-05,1.36e-05,NA
"15210",837000,1086000,"Hickory",6.4e-06,6.4e-06,NA
"15211",845000,1086000,"Hickory",1.04e-05,1.04e-05,NA
"15212",853000,1086000,"Hickory",6e-06,6e-06,NA
"15213",861000,1086000,"Hickory",6e-06,6e-06,NA
"15214",869000,1086000,"Hickory",7.2e-06,7.2e-06,NA
"15215",877000,1086000,"Hickory",1.2e-06,1.2e-06,NA
"15216",885000,1086000,"Hickory",4e-06,4e-06,NA
"15217",893000,1086000,"Hickory",8.4e-06,8.4e-06,NA
"15218",901000,1086000,"Hickory",1.2e-05,1.2e-05,NA
"15219",909000,1086000,"Hickory",1.12e-05,1.12e-05,NA
"15220",917000,1086000,"Hickory",8e-06,8e-06,NA
"15221",925000,1086000,"Hickory",NA,NA,NA
"15222",933000,1086000,"Hickory",NA,NA,NA
"15223",941000,1086000,"Hickory",NA,NA,NA
"15224",949000,1086000,"Hickory",NA,NA,NA
"15225",957000,1086000,"Hickory",NA,NA,NA
"15226",965000,1086000,"Hickory",NA,NA,NA
"15227",973000,1086000,"Hickory",NA,NA,NA
"15228",981000,1086000,"Hickory",NA,NA,NA
"15229",989000,1086000,"Hickory",NA,NA,NA
"15230",997000,1086000,"Hickory",NA,NA,NA
"15231",1005000,1086000,"Hickory",NA,NA,NA
"15232",1013000,1086000,"Hickory",NA,NA,NA
"15233",1021000,1086000,"Hickory",NA,NA,NA
"15234",1029000,1086000,"Hickory",NA,NA,NA
"15235",1037000,1086000,"Hickory",NA,NA,NA
"15236",1045000,1086000,"Hickory",NA,NA,NA
"15237",1053000,1086000,"Hickory",NA,NA,NA
"15238",1061000,1086000,"Hickory",NA,NA,NA
"15239",1069000,1086000,"Hickory",NA,NA,NA
"15240",1077000,1086000,"Hickory",NA,NA,NA
"15241",1085000,1086000,"Hickory",NA,NA,NA
"15242",1093000,1086000,"Hickory",NA,NA,NA
"15243",1101000,1086000,"Hickory",NA,NA,NA
"15244",1109000,1086000,"Hickory",NA,NA,NA
"15245",1117000,1086000,"Hickory",NA,NA,NA
"15246",1125000,1086000,"Hickory",NA,NA,NA
"15247",1133000,1086000,"Hickory",NA,NA,NA
"15248",1141000,1086000,"Hickory",NA,NA,NA
"15249",1149000,1086000,"Hickory",NA,NA,NA
"15250",1157000,1086000,"Hickory",NA,NA,NA
"15251",1165000,1086000,"Hickory",NA,NA,NA
"15252",1173000,1086000,"Hickory",NA,NA,NA
"15253",1181000,1086000,"Hickory",NA,NA,NA
"15254",1189000,1086000,"Hickory",NA,NA,NA
"15255",1197000,1086000,"Hickory",NA,NA,NA
"15256",1205000,1086000,"Hickory",NA,NA,NA
"15257",1213000,1086000,"Hickory",NA,NA,NA
"15258",1221000,1086000,"Hickory",NA,NA,NA
"15259",1229000,1086000,"Hickory",NA,NA,NA
"15260",1237000,1086000,"Hickory",NA,NA,NA
"15261",1245000,1086000,"Hickory",NA,NA,NA
"15262",1253000,1086000,"Hickory",NA,NA,NA
"15263",1261000,1086000,"Hickory",NA,NA,NA
"15264",1269000,1086000,"Hickory",NA,NA,NA
"15265",1277000,1086000,"Hickory",NA,NA,NA
"15266",1285000,1086000,"Hickory",NA,NA,NA
"15267",1293000,1086000,"Hickory",NA,NA,NA
"15268",1301000,1086000,"Hickory",NA,NA,NA
"15269",1309000,1086000,"Hickory",NA,NA,NA
"15270",1317000,1086000,"Hickory",NA,NA,NA
"15271",1325000,1086000,"Hickory",NA,NA,NA
"15272",1333000,1086000,"Hickory",NA,NA,NA
"15273",1341000,1086000,"Hickory",NA,NA,NA
"15274",1349000,1086000,"Hickory",NA,NA,NA
"15275",1357000,1086000,"Hickory",NA,NA,NA
"15276",1365000,1086000,"Hickory",NA,NA,NA
"15277",1373000,1086000,"Hickory",NA,NA,NA
"15278",1381000,1086000,"Hickory",NA,NA,NA
"15279",1389000,1086000,"Hickory",NA,NA,NA
"15280",1397000,1086000,"Hickory",NA,NA,NA
"15281",1405000,1086000,"Hickory",NA,NA,NA
"15282",1413000,1086000,"Hickory",NA,NA,NA
"15283",1421000,1086000,"Hickory",NA,NA,NA
"15284",1429000,1086000,"Hickory",NA,NA,NA
"15285",1437000,1086000,"Hickory",NA,NA,NA
"15286",1445000,1086000,"Hickory",NA,NA,NA
"15287",1453000,1086000,"Hickory",NA,NA,NA
"15288",1461000,1086000,"Hickory",NA,NA,NA
"15289",1469000,1086000,"Hickory",NA,NA,NA
"15290",1477000,1086000,"Hickory",NA,NA,NA
"15291",1485000,1086000,"Hickory",NA,NA,NA
"15292",1493000,1086000,"Hickory",NA,NA,NA
"15293",1501000,1086000,"Hickory",NA,NA,NA
"15294",1509000,1086000,"Hickory",NA,NA,NA
"15295",1517000,1086000,"Hickory",NA,NA,NA
"15296",1525000,1086000,"Hickory",NA,NA,NA
"15297",1533000,1086000,"Hickory",NA,NA,NA
"15298",1541000,1086000,"Hickory",NA,NA,NA
"15299",1549000,1086000,"Hickory",NA,NA,NA
"15300",1557000,1086000,"Hickory",NA,NA,NA
"15301",1565000,1086000,"Hickory",NA,NA,NA
"15302",1573000,1086000,"Hickory",NA,NA,NA
"15303",1581000,1086000,"Hickory",NA,NA,NA
"15304",1589000,1086000,"Hickory",NA,NA,NA
"15305",1597000,1086000,"Hickory",NA,NA,NA
"15306",1605000,1086000,"Hickory",NA,NA,NA
"15307",1613000,1086000,"Hickory",NA,NA,NA
"15308",1621000,1086000,"Hickory",NA,NA,NA
"15309",1629000,1086000,"Hickory",NA,NA,NA
"15310",1637000,1086000,"Hickory",NA,NA,NA
"15311",1645000,1086000,"Hickory",NA,NA,NA
"15312",1653000,1086000,"Hickory",NA,NA,NA
"15313",1661000,1086000,"Hickory",NA,NA,NA
"15314",1669000,1086000,"Hickory",NA,NA,NA
"15315",1677000,1086000,"Hickory",NA,NA,NA
"15316",1685000,1086000,"Hickory",NA,NA,NA
"15317",1693000,1086000,"Hickory",NA,NA,NA
"15318",1701000,1086000,"Hickory",NA,NA,NA
"15319",1709000,1086000,"Hickory",NA,NA,NA
"15320",1717000,1086000,"Hickory",NA,NA,NA
"15321",1725000,1086000,"Hickory",NA,NA,NA
"15322",1733000,1086000,"Hickory",NA,NA,NA
"15323",1741000,1086000,"Hickory",NA,NA,NA
"15324",1749000,1086000,"Hickory",NA,NA,NA
"15325",1757000,1086000,"Hickory",NA,NA,NA
"15326",1765000,1086000,"Hickory",NA,NA,NA
"15327",1773000,1086000,"Hickory",NA,NA,NA
"15328",1781000,1086000,"Hickory",NA,NA,NA
"15329",1789000,1086000,"Hickory",NA,NA,NA
"15330",1797000,1086000,"Hickory",NA,NA,NA
"15331",1805000,1086000,"Hickory",NA,NA,NA
"15332",1813000,1086000,"Hickory",NA,NA,NA
"15333",1821000,1086000,"Hickory",NA,NA,NA
"15334",1829000,1086000,"Hickory",NA,NA,NA
"15335",1837000,1086000,"Hickory",NA,NA,NA
"15336",1845000,1086000,"Hickory",NA,NA,NA
"15337",1853000,1086000,"Hickory",NA,NA,NA
"15338",1861000,1086000,"Hickory",NA,NA,NA
"15339",1869000,1086000,"Hickory",NA,NA,NA
"15340",1877000,1086000,"Hickory",NA,NA,NA
"15341",1885000,1086000,"Hickory",NA,NA,NA
"15342",1893000,1086000,"Hickory",NA,NA,NA
"15343",1901000,1086000,"Hickory",NA,NA,NA
"15344",1909000,1086000,"Hickory",NA,NA,NA
"15345",1917000,1086000,"Hickory",NA,NA,NA
"15346",1925000,1086000,"Hickory",NA,NA,NA
"15347",1933000,1086000,"Hickory",NA,NA,NA
"15348",1941000,1086000,"Hickory",NA,NA,NA
"15349",1949000,1086000,"Hickory",NA,NA,NA
"15350",1957000,1086000,"Hickory",NA,NA,NA
"15351",1965000,1086000,"Hickory",NA,NA,NA
"15352",1973000,1086000,"Hickory",NA,NA,NA
"15353",1981000,1086000,"Hickory",NA,NA,NA
"15354",1989000,1086000,"Hickory",7.36e-05,7.36e-05,NA
"15355",1997000,1086000,"Hickory",8.96e-05,8.96e-05,NA
"15356",2005000,1086000,"Hickory",5.92e-05,5.92e-05,NA
"15357",2013000,1086000,"Hickory",4.84e-05,4.84e-05,NA
"15358",2021000,1086000,"Hickory",2.88e-05,2.88e-05,NA
"15359",2029000,1086000,"Hickory",2.88e-05,2.88e-05,NA
"15360",2037000,1086000,"Hickory",8.44e-05,8.44e-05,NA
"15361",2045000,1086000,"Hickory",4.96e-05,4.96e-05,NA
"15362",2053000,1086000,"Hickory",0.000104,0.000104,NA
"15363",2061000,1086000,"Hickory",4.84e-05,4.84e-05,NA
"15364",2069000,1086000,"Hickory",5.52e-05,5.52e-05,NA
"15365",2077000,1086000,"Hickory",9.32e-05,9.32e-05,NA
"15366",2085000,1086000,"Hickory",4.88e-05,4.88e-05,NA
"15367",2093000,1086000,"Hickory",5.92e-05,5.92e-05,NA
"15368",2101000,1086000,"Hickory",5.72e-05,5.72e-05,NA
"15369",2109000,1086000,"Hickory",8.32e-05,8.32e-05,NA
"15370",2117000,1086000,"Hickory",4.28e-05,4.28e-05,NA
"15371",2125000,1086000,"Hickory",4e-05,4e-05,NA
"15372",2133000,1086000,"Hickory",5.44e-05,5.44e-05,NA
"15373",2141000,1086000,"Hickory",3.28e-05,3.28e-05,NA
"15374",2149000,1086000,"Hickory",4.2e-05,4.2e-05,NA
"15375",2157000,1086000,"Hickory",5.48e-05,5.48e-05,NA
"15376",2165000,1086000,"Hickory",4.36e-05,4.36e-05,NA
"15377",2173000,1086000,"Hickory",3.72e-05,3.72e-05,NA
"15378",2181000,1086000,"Hickory",5e-05,5e-05,NA
"15379",2189000,1086000,"Hickory",7.6e-05,7.6e-05,NA
"15380",2197000,1086000,"Hickory",0.0002624,0.0002624,NA
"15381",2205000,1086000,"Hickory",5.04e-05,5.04e-05,NA
"15382",2213000,1086000,"Hickory",4.52e-05,4.52e-05,NA
"15383",2221000,1086000,"Hickory",6.28e-05,6.28e-05,NA
"15384",2229000,1086000,"Hickory",NA,NA,NA
"15385",2237000,1086000,"Hickory",NA,NA,NA
"15386",2245000,1086000,"Hickory",NA,NA,NA
"15387",2253000,1086000,"Hickory",NA,NA,NA
"15388",2261000,1086000,"Hickory",NA,NA,NA
