"","x","y","cell","Grass","Temperate Broadleaf Deciduous Tree","Temperate Needleleaf Deciduous Tree","Temperate Needleleaf Evergreen Tree","NA"
"3304",309000,1150000,12776,3,30,1,118,0
"3305",309000,1158000,12480,0,69,6,77,0
"3306",309000,1166000,12184,0,81,27,54,0
"3307",309000,1174000,11888,0,83,28,53,0
"3308",309000,1182000,11592,11,68,22,43,0
"3309",309000,1190000,11296,8,66,29,41,0
"3310",309000,1198000,11000,5,50,29,58,0
"3311",309000,1206000,10704,4,63,50,33,0
"3312",309000,1214000,10408,32,34,21,75,0
"3313",309000,1222000,10112,7,29,46,66,0
"3314",309000,1230000,9816,13,35,34,66,0
"3315",309000,1238000,9520,10,34,34,52,0
"3316",309000,1246000,9224,12,30,38,66,0
"3317",309000,1254000,8928,2,62,12,70,0
"3318",309000,1262000,8632,0,60,10,76,0
"3319",309000,1270000,8336,0,43,26,79,0
"3320",309000,1278000,8040,34,25,31,52,0
"3321",309000,1286000,7744,0,19,25,98,0
"3322",309000,1294000,7448,9,29,26,80,0
"3323",309000,1302000,7152,38,42,17,55,0
"3324",309000,1310000,6856,3,43,11,91,0
"3325",309000,1318000,6560,8,48,11,81,0
"3326",309000,1326000,6264,2,65,4,79,0
"3327",309000,1334000,5968,13,66,12,65,0
"3328",309000,1342000,5672,2,67,6,73,0
"3329",309000,1350000,5376,21,43,6,80,0
"3330",309000,1358000,5080,3,14,7,50,0
"3331",309000,1366000,4784,0,8,0,16,0
"3332",309000,1374000,4488,2,0,0,4,0
"3333",317000,806000,25505,67,21,0,0,0
"3334",317000,814000,25209,93,69,0,0,0
"3335",317000,822000,24913,57,99,0,0,0
"3336",317000,830000,24617,35,129,0,0,0
"3337",317000,838000,24321,31,115,0,0,0
"3338",317000,846000,24025,8,140,0,0,0
"3339",317000,854000,23729,9,141,0,0,0
"3340",317000,862000,23433,12,136,0,0,0
"3341",317000,870000,23137,9,139,0,0,0
"3342",317000,878000,22841,15,123,0,0,0
"3343",317000,886000,22545,21,113,0,0,0
"3344",317000,894000,22249,2,142,0,0,0
"3345",317000,902000,21953,8,135,1,0,0
"3346",317000,910000,21657,9,135,0,0,0
"3347",317000,918000,21361,12,131,0,1,0
"3348",317000,926000,21065,12,128,4,0,0
"3349",317000,934000,20769,35,100,5,2,0
"3350",317000,942000,20473,35,100,3,10,0
"3351",317000,950000,20177,20,108,4,8,0
"3352",317000,958000,19881,24,108,0,14,0
"3353",317000,966000,19585,6,118,2,20,0
"3354",317000,974000,19289,7,119,8,14,0
"3355",317000,982000,18993,13,69,4,56,0
"3356",317000,990000,18697,13,80,4,57,0
"3357",317000,998000,18401,35,88,2,17,0
"3358",317000,1006000,18105,1,136,0,13,0
"3359",317000,1014000,17809,0,135,0,15,0
"3360",317000,1022000,17513,2,130,3,15,0
"3361",317000,1030000,17217,2,133,0,15,0
"3362",317000,1038000,16921,14,88,20,26,0
"3363",317000,1046000,16625,4,96,6,38,0
"3364",317000,1054000,16329,1,89,3,55,0
"3365",317000,1062000,16033,7,84,7,42,0
"3366",317000,1070000,15737,12,16,12,106,0
"3367",317000,1078000,15441,25,35,12,70,0
"3368",317000,1086000,15145,37,7,8,106,0
"3369",317000,1094000,14849,15,24,5,106,0
"3370",317000,1102000,14553,5,44,17,80,0
"3371",317000,1110000,14257,0,83,23,44,0
"3372",317000,1118000,13961,0,52,34,62,0
"3373",317000,1126000,13665,1,50,51,50,0
"3374",317000,1134000,13369,0,57,14,77,0
"3375",317000,1142000,13073,2,76,9,71,0
"3376",317000,1150000,12777,0,62,29,57,0
"3377",317000,1158000,12481,8,39,19,84,0
"3378",317000,1166000,12185,8,73,3,54,0
"3379",317000,1174000,11889,0,70,28,70,0
"3380",317000,1182000,11593,2,29,39,74,0
"3381",317000,1190000,11297,0,37,41,72,0
"3382",317000,1198000,11001,16,47,17,64,0
"3383",317000,1206000,10705,4,44,40,60,0
"3384",317000,1214000,10409,10,32,31,77,0
"3385",317000,1222000,10113,5,32,42,63,0
"3386",317000,1230000,9817,14,28,25,83,0
"3387",317000,1238000,9521,6,39,29,58,0
"3388",317000,1246000,9225,14,24,19,87,0
"3389",317000,1254000,8929,13,51,22,62,0
"3390",317000,1262000,8633,0,63,26,57,0
"3391",317000,1270000,8337,2,68,21,53,0
"3392",317000,1278000,8041,5,69,19,57,0
"3393",317000,1286000,7745,16,43,17,72,0
"3394",317000,1294000,7449,65,29,15,37,0
"3395",317000,1302000,7153,30,48,7,63,0
"3396",317000,1310000,6857,5,60,14,65,0
"3397",317000,1318000,6561,11,38,14,81,0
"3398",317000,1326000,6265,14,29,11,98,0
"3399",317000,1334000,5969,3,47,5,85,0
"3400",317000,1342000,5673,26,39,4,67,0
"3401",317000,1350000,5377,8,26,5,39,0
"3402",317000,1358000,5081,4,17,0,19,0
"3403",325000,806000,25506,45,51,0,0,0
"3404",325000,814000,25210,69,79,0,0,0
"3405",325000,822000,24914,32,118,0,0,0
"3406",325000,830000,24618,12,134,0,0,0
"3407",325000,838000,24322,19,133,0,0,0
"3408",325000,846000,24026,7,133,0,0,0
"3409",325000,854000,23730,0,144,0,0,0
"3410",325000,862000,23434,5,145,0,0,0
"3411",325000,870000,23138,36,94,0,0,0
"3412",325000,878000,22842,10,131,0,1,0
"3413",325000,886000,22546,21,105,0,0,0
"3414",325000,894000,22250,15,113,0,0,0
"3415",325000,902000,21954,27,109,0,0,0
"3416",325000,910000,21658,4,128,0,0,0
"3417",325000,918000,21362,6,140,0,0,0
"3418",325000,926000,21066,13,106,21,0,0
"3419",325000,934000,20770,21,118,5,0,0
"3420",325000,942000,20474,70,70,0,6,0
"3421",325000,950000,20178,14,124,4,2,0
"3422",325000,958000,19882,57,74,15,0,0
"3423",325000,966000,19586,77,62,2,9,0
"3424",325000,974000,19290,56,35,3,52,0
"3425",325000,982000,18994,57,16,2,61,0
"3426",325000,990000,18698,45,82,0,27,0
"3427",325000,998000,18402,48,72,0,26,0
"3428",325000,1006000,18106,1,148,0,3,0
"3429",325000,1014000,17810,1,134,2,11,0
"3430",325000,1022000,17514,0,133,2,15,0
"3431",325000,1030000,17218,8,128,2,12,0
"3432",325000,1038000,16922,7,112,7,22,0
"3433",325000,1046000,16626,2,100,14,34,0
"3434",325000,1054000,16330,16,102,8,28,0
"3435",325000,1062000,16034,5,59,15,63,0
"3436",325000,1070000,15738,14,26,10,92,0
"3437",325000,1078000,15442,31,9,8,96,0
"3438",325000,1086000,15146,12,4,9,131,0
"3439",325000,1094000,14850,6,7,0,135,0
"3440",325000,1102000,14554,9,1,2,132,0
"3441",325000,1110000,14258,4,47,25,66,0
"3442",325000,1118000,13962,1,58,29,58,0
"3443",325000,1126000,13666,0,52,24,68,0
"3444",325000,1134000,13370,2,23,24,97,0
"3445",325000,1142000,13074,0,103,10,47,0
"3446",325000,1150000,12778,0,49,19,78,0
"3447",325000,1158000,12482,0,32,50,66,0
"3448",325000,1166000,12186,4,34,19,45,0
"3449",325000,1174000,11890,13,58,5,44,0
"3450",325000,1182000,11594,5,66,23,54,0
"3451",325000,1190000,11298,4,37,44,63,0
"3452",325000,1198000,11002,16,56,16,62,0
"3453",325000,1206000,10706,10,37,23,78,0
"3454",325000,1214000,10410,4,38,35,73,0
"3455",325000,1222000,10114,6,52,21,69,0
"3456",325000,1230000,9818,7,37,31,71,0
"3457",325000,1238000,9522,0,44,27,61,0
"3458",325000,1246000,9226,4,48,42,54,0
"3459",325000,1254000,8930,2,82,16,48,0
"3460",325000,1262000,8634,6,68,8,66,0
"3461",325000,1270000,8338,8,30,44,72,0
"3462",325000,1278000,8042,4,43,24,95,0
"3463",325000,1286000,7746,26,27,13,74,0
"3464",325000,1294000,7450,71,22,9,16,0
"3465",325000,1302000,7154,54,32,19,43,0
"3466",325000,1310000,6858,40,25,22,63,0
"3467",325000,1318000,6562,7,43,12,80,0
"3468",325000,1326000,6266,5,42,14,83,0
"3469",325000,1334000,5970,3,31,11,53,0
"3470",325000,1342000,5674,2,0,3,5,0
"3471",333000,806000,25507,60,50,0,0,0
"3472",333000,814000,25211,95,55,0,0,0
"3473",333000,822000,24915,44,102,0,0,0
"3474",333000,830000,24619,24,126,0,0,0
"3475",333000,838000,24323,11,135,0,0,0
"3476",333000,846000,24027,4,134,0,0,0
"3477",333000,854000,23731,1,151,0,0,0
"3478",333000,862000,23435,23,115,0,0,0
"3479",333000,870000,23139,11,127,0,0,0
"3480",333000,878000,22843,22,108,0,0,0
"3481",333000,886000,22547,14,132,0,0,0
"3482",333000,894000,22251,8,128,0,0,0
"3483",333000,902000,21955,40,104,0,0,0
"3484",333000,910000,21659,26,114,0,0,0
"3485",333000,918000,21363,18,126,0,0,0
"3486",333000,926000,21067,35,109,0,0,0
"3487",333000,934000,20771,7,126,11,0,0
"3488",333000,942000,20475,51,83,4,0,0
"3489",333000,950000,20179,99,41,0,0,0
"3490",333000,958000,19883,61,63,19,3,0
"3491",333000,966000,19587,76,63,9,2,0
"3492",333000,974000,19291,92,20,7,29,0
"3493",333000,982000,18995,85,61,0,6,0
"3494",333000,990000,18699,37,57,6,44,0
"3495",333000,998000,18403,21,68,3,52,0
"3496",333000,1006000,18107,4,135,4,5,0
"3497",333000,1014000,17811,1,94,3,54,0
"3498",333000,1022000,17515,2,118,5,25,0
"3499",333000,1030000,17219,0,136,0,10,0
"3500",333000,1038000,16923,10,112,16,8,0
"3501",333000,1046000,16627,14,94,13,25,0
"3502",333000,1054000,16331,23,93,1,29,0
"3503",333000,1062000,16035,10,74,4,50,0
"3504",333000,1070000,15739,10,29,25,84,0
"3505",333000,1078000,15443,28,18,9,99,0
"3506",333000,1086000,15147,5,44,18,83,0
"3507",333000,1094000,14851,21,10,9,106,0
"3508",333000,1102000,14555,22,7,2,119,0
"3509",333000,1110000,14259,7,9,16,116,0
"3510",333000,1118000,13963,0,74,12,62,0
"3511",333000,1126000,13667,1,79,13,57,0
"3512",333000,1134000,13371,6,54,27,57,0
"3513",333000,1142000,13075,1,62,20,75,0
"3514",333000,1150000,12779,0,55,12,77,0
"3515",333000,1158000,12483,0,27,40,61,0
"3516",333000,1166000,12187,0,7,1,6,0
"3517",333000,1174000,11891,0,15,0,17,0
"3518",333000,1182000,11595,0,56,6,82,0
"3519",333000,1190000,11299,5,47,36,56,0
"3520",333000,1198000,11003,6,56,26,60,0
"3521",333000,1206000,10707,8,38,14,82,0
"3522",333000,1214000,10411,1,40,35,70,0
"3523",333000,1222000,10115,2,34,29,81,0
"3524",333000,1230000,9819,4,40,24,76,0
"3525",333000,1238000,9523,0,47,25,56,0
"3526",333000,1246000,9227,0,50,34,68,0
"3527",333000,1254000,8931,14,60,25,55,0
"3528",333000,1262000,8635,18,56,9,69,0
"3529",333000,1270000,8339,2,36,35,79,0
"3530",333000,1278000,8043,4,34,23,91,0
"3531",333000,1286000,7747,8,23,19,98,0
"3532",333000,1294000,7451,28,34,7,67,0
"3533",333000,1302000,7155,16,20,19,93,0
"3534",333000,1310000,6859,10,19,28,95,0
"3535",333000,1318000,6563,0,34,19,99,0
"3536",333000,1326000,6267,6,51,12,79,0
"3537",333000,1334000,5971,22,29,8,73,0
"3538",333000,1342000,5675,10,30,3,59,0
"3539",333000,1350000,5379,0,0,0,2,0
"3540",341000,806000,25508,42,74,0,0,0
"3541",341000,814000,25212,39,107,0,0,0
"3542",341000,822000,24916,34,112,0,0,0
"3543",341000,830000,24620,47,91,0,0,0
"3544",341000,838000,24324,9,137,0,0,0
"3545",341000,846000,24028,3,145,0,0,0
"3546",341000,854000,23732,0,149,0,1,0
"3547",341000,862000,23436,46,94,0,0,0
"3548",341000,870000,23140,29,114,2,1,0
"3549",341000,878000,22844,32,96,2,0,0
"3550",341000,886000,22548,19,121,0,0,0
"3551",341000,894000,22252,55,81,0,0,0
"3552",341000,902000,21956,64,78,0,0,0
"3553",341000,910000,21660,23,121,0,0,0
"3554",341000,918000,21364,39,107,0,0,0
"3555",341000,926000,21068,52,94,0,0,0
"3556",341000,934000,20772,28,109,7,0,0
"3557",341000,942000,20476,68,72,2,4,0
"3558",341000,950000,20180,53,88,0,1,0
"3559",341000,958000,19884,79,43,1,17,0
"3560",341000,966000,19588,120,20,2,4,0
"3561",341000,974000,19292,109,25,3,5,0
"3562",341000,982000,18996,131,9,3,3,0
"3563",341000,990000,18700,70,46,2,26,0
"3564",341000,998000,18404,35,94,4,15,0
"3565",341000,1006000,18108,6,72,2,70,0
"3566",341000,1014000,17812,18,66,7,55,0
"3567",341000,1022000,17516,18,96,2,28,0
"3568",341000,1030000,17220,15,92,6,35,0
"3569",341000,1038000,16924,1,147,0,2,0
"3570",341000,1046000,16628,27,106,6,9,0
"3571",341000,1054000,16332,14,69,3,62,0
"3572",341000,1062000,16036,6,60,3,81,0
"3573",341000,1070000,15740,13,48,0,87,0
"3574",341000,1078000,15444,25,43,3,77,0
"3575",341000,1086000,15148,15,63,10,56,0
"3576",341000,1094000,14852,10,35,14,87,0
"3577",341000,1102000,14556,10,10,14,114,0
"3578",341000,1110000,14260,12,12,19,105,0
"3579",341000,1118000,13964,5,19,8,114,0
"3580",341000,1126000,13668,2,64,16,64,0
"3581",341000,1134000,13372,2,44,20,80,0
"3582",341000,1142000,13076,1,51,49,59,0
"3583",341000,1150000,12780,0,59,23,64,0
"3584",341000,1158000,12484,2,35,27,46,0
"3585",341000,1182000,11596,1,34,9,34,0
"3586",341000,1190000,11300,0,57,21,68,0
"3587",341000,1198000,11004,4,40,26,78,0
"3588",341000,1206000,10708,10,39,25,58,0
"3589",341000,1214000,10412,2,44,31,69,0
"3590",341000,1222000,10116,4,16,35,91,0
"3591",341000,1230000,9820,4,56,24,64,0
"3592",341000,1238000,9524,2,39,25,84,0
"3593",341000,1246000,9228,6,41,13,78,0
"3594",341000,1254000,8932,17,31,21,83,0
"3595",341000,1262000,8636,34,36,13,67,0
"3596",341000,1270000,8340,0,30,40,76,0
"3597",341000,1278000,8044,10,24,38,78,0
"3598",341000,1286000,7748,27,36,5,70,0
"3599",341000,1294000,7452,14,47,8,79,0
"3600",341000,1302000,7156,21,32,10,79,0
"3601",341000,1310000,6860,19,20,21,82,0
"3602",341000,1318000,6564,0,19,24,105,0
"3603",341000,1326000,6268,12,19,10,107,0
"3604",341000,1334000,5972,36,27,11,72,0
"3605",341000,1342000,5676,18,47,8,55,0
"3606",341000,1350000,5380,2,2,0,2,0
"3607",349000,806000,25509,15,123,0,0,0
"3608",349000,814000,25213,10,142,0,0,0
"3609",349000,822000,24917,4,146,0,0,0
"3610",349000,830000,24621,30,120,0,0,0
"3611",349000,838000,24325,0,146,0,0,0
"3612",349000,846000,24029,5,145,0,0,0
"3613",349000,854000,23733,3,119,0,0,0
"3614",349000,862000,23437,50,94,0,0,0
"3615",349000,870000,23141,25,99,12,0,0
"3616",349000,878000,22845,37,101,4,0,0
"3617",349000,886000,22549,68,82,0,0,0
"3618",349000,894000,22253,59,86,0,1,0
"3619",349000,902000,21957,53,95,0,0,0
"3620",349000,910000,21661,108,38,0,0,0
"3621",349000,918000,21365,57,88,1,0,0
"3622",349000,926000,21069,93,56,0,1,0
"3623",349000,934000,20773,65,63,13,1,0
"3624",349000,942000,20477,69,73,0,4,0
"3625",349000,950000,20181,58,55,0,23,0
"3626",349000,958000,19885,47,74,2,21,0
"3627",349000,966000,19589,63,71,0,0,0
"3628",349000,974000,19293,82,53,1,2,0
"3629",349000,982000,18997,76,55,4,7,0
"3630",349000,990000,18701,19,112,10,7,0
"3631",349000,998000,18405,1,63,38,42,0
"3632",349000,1006000,18109,11,55,7,75,0
"3633",349000,1014000,17813,1,126,4,19,0
"3634",349000,1022000,17517,1,142,2,5,0
"3635",349000,1030000,17221,2,135,0,7,0
"3636",349000,1038000,16925,20,89,7,32,0
"3637",349000,1046000,16629,16,103,0,31,0
"3638",349000,1054000,16333,14,87,4,43,0
"3639",349000,1062000,16037,2,70,3,71,0
"3640",349000,1070000,15741,9,25,17,97,0
"3641",349000,1078000,15445,21,27,5,101,0
"3642",349000,1086000,15149,9,51,22,68,0
"3643",349000,1094000,14853,0,78,14,56,0
"3644",349000,1102000,14557,6,22,35,91,0
"3645",349000,1110000,14261,4,0,2,144,0
"3646",349000,1118000,13965,12,1,6,131,0
"3647",349000,1126000,13669,6,8,8,128,0
"3648",349000,1134000,13373,4,79,20,49,0
"3649",349000,1142000,13077,4,54,53,49,0
"3650",349000,1150000,12781,0,76,17,53,0
"3651",349000,1158000,12485,2,46,21,45,0
"3652",349000,1166000,12189,0,0,0,2,0
"3653",349000,1182000,11597,0,4,1,5,0
"3654",349000,1190000,11301,0,50,6,94,0
"3655",349000,1198000,11005,0,59,21,80,0
"3656",349000,1206000,10709,12,30,25,69,0
"3657",349000,1214000,10413,12,37,28,69,0
"3658",349000,1222000,10117,2,19,20,103,0
"3659",349000,1230000,9821,5,44,14,81,0
"3660",349000,1238000,9525,12,36,31,65,0
"3661",349000,1246000,9229,12,34,16,86,0
"3662",349000,1254000,8933,11,28,21,98,0
"3663",349000,1262000,8637,42,15,14,67,0
"3664",349000,1270000,8341,4,64,17,69,0
"3665",349000,1278000,8045,21,31,7,81,0
"3666",349000,1286000,7749,22,46,14,58,0
"3667",349000,1294000,7453,14,51,11,72,0
"3668",349000,1302000,7157,40,25,5,80,0
"3669",349000,1310000,6861,34,32,14,66,0
"3670",349000,1318000,6565,24,10,15,97,0
"3671",349000,1326000,6269,25,19,14,88,0
"3672",349000,1334000,5973,34,38,5,55,0
"3673",349000,1342000,5677,20,31,4,21,0
"3674",357000,734000,28174,2,34,0,0,0
"3675",357000,742000,27878,8,66,0,0,0
"3676",357000,750000,27582,44,27,0,0,15
"3677",357000,758000,27286,24,46,0,0,6
"3678",357000,766000,26990,2,4,0,0,0
"3679",357000,782000,26398,4,14,0,0,0
"3680",357000,790000,26102,15,59,0,0,0
"3681",357000,798000,25806,9,73,0,0,0
"3682",357000,806000,25510,20,122,0,0,0
"3683",357000,814000,25214,27,113,0,0,0
"3684",357000,822000,24918,20,116,0,0,0
"3685",357000,830000,24622,33,103,0,0,0
"3686",357000,838000,24326,57,85,0,0,0
"3687",357000,846000,24030,39,105,0,0,0
"3688",357000,854000,23734,25,119,0,0,0
"3689",357000,862000,23438,24,122,0,0,0
"3690",357000,870000,23142,11,137,0,0,0
"3691",357000,878000,22846,84,56,0,0,0
"3692",357000,886000,22550,42,104,0,0,0
"3693",357000,894000,22254,31,109,0,0,0
"3694",357000,902000,21958,5,141,0,0,0
"3695",357000,910000,21662,52,96,0,0,0
"3696",357000,918000,21366,64,82,0,0,0
"3697",357000,926000,21070,137,13,0,0,0
"3698",357000,934000,20774,136,12,0,0,0
"3699",357000,942000,20478,112,30,0,4,0
"3700",357000,950000,20182,37,35,1,73,0
"3701",357000,958000,19886,13,90,2,41,0
"3702",357000,966000,19590,25,100,0,19,0
"3703",357000,974000,19294,38,79,3,22,0
"3704",357000,982000,18998,33,80,5,26,0
"3705",357000,990000,18702,2,116,3,27,0
"3706",357000,998000,18406,12,31,16,91,0
"3707",357000,1006000,18110,6,72,9,59,0
"3708",357000,1014000,17814,2,109,8,27,0
"3709",357000,1022000,17518,0,123,4,21,0
"3710",357000,1030000,17222,0,127,1,24,0
"3711",357000,1038000,16926,2,117,6,27,0
"3712",357000,1046000,16630,30,83,15,24,0
"3713",357000,1054000,16334,20,77,5,50,0
"3714",357000,1062000,16038,19,60,11,58,0
"3715",357000,1070000,15742,8,60,7,75,0
"3716",357000,1078000,15446,7,53,10,88,0
"3717",357000,1086000,15150,3,65,17,61,0
"3718",357000,1094000,14854,0,91,18,41,0
"3719",357000,1102000,14558,4,69,3,72,0
"3720",357000,1110000,14262,20,2,1,125,0
"3721",357000,1118000,13966,6,20,6,116,0
"3722",357000,1126000,13670,4,3,0,145,0
"3723",357000,1134000,13374,6,40,5,109,0
"3724",357000,1142000,13078,4,39,26,79,0
"3725",357000,1150000,12782,0,84,14,46,0
"3726",357000,1158000,12486,0,58,10,80,0
"3727",357000,1166000,12190,2,7,0,5,0
"3728",357000,1190000,11302,0,18,0,26,0
"3729",357000,1198000,11006,0,30,7,111,0
"3730",357000,1206000,10710,0,55,5,98,0
"3731",357000,1214000,10414,6,33,32,89,0
"3732",357000,1222000,10118,0,31,41,82,0
"3733",357000,1230000,9822,4,16,31,99,0
"3734",357000,1238000,9526,0,26,19,101,0
"3735",357000,1246000,9230,14,23,4,93,0
"3736",357000,1254000,8934,12,20,15,91,0
"3737",357000,1262000,8638,2,15,12,119,0
"3738",357000,1270000,8342,0,34,26,104,0
"3739",357000,1278000,8046,27,23,16,82,0
"3740",357000,1286000,7750,10,27,21,90,0
"3741",357000,1294000,7454,30,48,15,85,0
"3742",357000,1302000,7158,25,37,4,82,0
"3743",357000,1310000,6862,18,12,18,104,0
"3744",357000,1318000,6566,4,27,22,93,0
"3745",357000,1326000,6270,10,26,7,85,0
"3746",357000,1334000,5974,10,11,1,8,0
"3747",365000,710000,29063,1,9,0,0,0
"3748",365000,718000,28767,11,121,0,0,0
"3749",365000,726000,28471,80,62,0,0,0
"3750",365000,734000,28175,20,118,0,0,0
"3751",365000,742000,27879,6,130,0,0,0
"3752",365000,750000,27583,6,135,0,0,1
"3753",365000,758000,27287,9,127,0,0,4
"3754",365000,766000,26991,2,126,0,0,0
"3755",365000,774000,26695,11,37,0,0,0
"3756",365000,782000,26399,25,83,0,0,0
"3757",365000,790000,26103,3,137,0,0,0
"3758",365000,798000,25807,3,151,0,0,0
"3759",365000,806000,25511,18,134,0,0,0
"3760",365000,814000,25215,20,138,0,0,0
"3761",365000,822000,24919,14,122,0,0,0
"3762",365000,830000,24623,27,115,0,0,0
"3763",365000,838000,24327,20,119,2,1,0
"3764",365000,846000,24031,16,130,2,0,0
"3765",365000,854000,23735,17,133,0,0,0
"3766",365000,862000,23439,9,133,0,4,0
"3767",365000,870000,23143,21,123,0,0,0
"3768",365000,878000,22847,33,115,0,0,0
"3769",365000,886000,22551,26,118,0,0,0
"3770",365000,894000,22255,85,61,0,0,0
"3771",365000,902000,21959,108,38,0,0,0
"3772",365000,910000,21663,87,53,0,0,0
"3773",365000,918000,21367,57,85,0,2,0
"3774",365000,926000,21071,127,21,0,0,0
"3775",365000,934000,20775,136,6,4,0,0
"3776",365000,942000,20479,92,32,2,22,0
"3777",365000,950000,20183,6,60,2,82,0
"3778",365000,958000,19887,22,84,10,28,0
"3779",365000,966000,19591,31,29,6,82,0
"3780",365000,974000,19295,4,116,5,15,0
"3781",365000,982000,18999,10,82,26,38,0
"3782",365000,990000,18703,2,98,12,42,0
"3783",365000,998000,18407,7,87,25,19,0
"3784",365000,1006000,18111,6,79,20,47,0
"3785",365000,1014000,17815,2,101,11,34,0
"3786",365000,1022000,17519,0,112,0,38,0
"3787",365000,1030000,17223,0,95,2,55,0
"3788",365000,1038000,16927,0,125,2,25,0
"3789",365000,1046000,16631,4,118,7,21,0
"3790",365000,1054000,16335,8,88,6,48,0
"3791",365000,1062000,16039,22,77,7,32,0
"3792",365000,1070000,15743,59,51,8,32,0
"3793",365000,1078000,15447,6,61,10,85,0
"3794",365000,1086000,15151,2,50,9,83,0
"3795",365000,1094000,14855,0,64,16,68,0
"3796",365000,1102000,14559,2,63,23,60,0
"3797",365000,1110000,14263,16,71,7,52,0
"3798",365000,1118000,13967,18,13,1,114,0
"3799",365000,1126000,13671,18,2,0,132,0
"3800",365000,1134000,13375,30,13,0,113,0
"3801",365000,1142000,13079,0,54,2,92,0
"3802",365000,1150000,12783,0,96,10,42,0
"3803",365000,1158000,12487,4,48,6,88,0
"3804",365000,1166000,12191,0,11,0,41,0
"3805",365000,1198000,11007,0,23,0,59,0
"3806",365000,1206000,10711,0,53,1,102,0
"3807",365000,1214000,10415,0,51,9,88,0
"3808",365000,1222000,10119,10,39,23,74,0
"3809",365000,1230000,9823,0,22,24,94,0
"3810",365000,1238000,9527,0,40,26,94,0
"3811",365000,1246000,9231,4,16,18,102,0
"3812",365000,1254000,8935,10,5,44,87,0
"3813",365000,1262000,8639,8,11,53,72,0
"3814",365000,1270000,8343,3,11,21,111,0
"3815",365000,1278000,8047,14,15,17,88,0
"3816",365000,1286000,7751,12,46,27,61,0
"3817",365000,1294000,7455,33,43,10,62,0
"3818",365000,1302000,7159,24,20,23,103,0
"3819",365000,1310000,6863,28,28,9,81,0
"3820",365000,1318000,6567,24,10,13,105,0
"3821",365000,1326000,6271,20,10,8,52,0
"3822",373000,710000,29064,1,75,0,0,0
"3823",373000,718000,28768,14,128,0,0,0
"3824",373000,726000,28472,100,40,0,0,0
"3825",373000,734000,28176,83,61,0,0,0
"3826",373000,742000,27880,25,123,0,0,0
"3827",373000,750000,27584,11,135,0,0,0
"3828",373000,758000,27288,4,130,0,0,0
"3829",373000,766000,26992,5,123,0,0,0
"3830",373000,774000,26696,1,143,0,0,0
"3831",373000,782000,26400,6,130,0,0,0
"3832",373000,790000,26104,19,131,0,0,0
"3833",373000,798000,25808,48,100,0,0,0
"3834",373000,806000,25512,38,106,0,0,0
"3835",373000,814000,25216,15,135,0,0,0
"3836",373000,822000,24920,38,100,0,0,0
"3837",373000,830000,24624,14,128,0,0,0
"3838",373000,838000,24328,38,98,0,0,0
"3839",373000,846000,24032,23,119,3,1,0
"3840",373000,854000,23736,5,139,0,0,0
"3841",373000,862000,23440,12,130,0,4,0
"3842",373000,870000,23144,21,123,0,0,0
"3843",373000,878000,22848,70,70,0,0,0
"3844",373000,886000,22552,48,84,0,0,0
"3845",373000,894000,22256,56,86,0,2,0
"3846",373000,902000,21960,96,40,0,0,0
"3847",373000,910000,21664,118,28,2,0,0
"3848",373000,918000,21368,78,60,2,8,0
"3849",373000,926000,21072,125,23,0,2,0
"3850",373000,934000,20776,120,19,0,5,0
"3851",373000,942000,20480,28,49,0,65,0
"3852",373000,950000,20184,6,106,1,35,0
"3853",373000,958000,19888,5,72,8,61,0
"3854",373000,966000,19592,8,64,14,60,0
"3855",373000,974000,19296,2,106,16,26,0
"3856",373000,982000,19000,6,108,14,26,0
"3857",373000,990000,18704,1,100,10,39,0
"3858",373000,998000,18408,0,62,23,61,0
"3859",373000,1006000,18112,10,42,31,65,0
"3860",373000,1014000,17816,4,71,17,54,0
"3861",373000,1022000,17520,0,96,4,46,0
"3862",373000,1030000,17224,0,125,4,9,0
"3863",373000,1038000,16928,0,131,0,21,0
"3864",373000,1046000,16632,2,121,6,23,0
"3865",373000,1054000,16336,0,88,8,56,0
"3866",373000,1062000,16040,3,107,3,35,0
"3867",373000,1070000,15744,28,80,2,42,0
"3868",373000,1078000,15448,20,89,2,51,0
"3869",373000,1086000,15152,1,76,4,67,0
"3870",373000,1094000,14856,4,66,13,67,0
"3871",373000,1102000,14560,8,62,11,69,0
"3872",373000,1110000,14264,0,61,4,85,0
"3873",373000,1118000,13968,9,28,0,113,0
"3874",373000,1126000,13672,1,11,0,138,0
"3875",373000,1134000,13376,2,34,0,124,0
"3876",373000,1142000,13080,8,41,8,91,0
"3877",373000,1150000,12784,0,59,9,80,0
"3878",373000,1158000,12488,0,57,6,87,0
"3879",373000,1166000,12192,2,38,1,31,0
"3880",373000,1198000,11008,0,0,0,2,0
"3881",373000,1206000,10712,0,40,1,89,0
"3882",373000,1214000,10416,1,53,5,91,0
"3883",373000,1222000,10120,1,49,11,89,0
"3884",373000,1230000,9824,0,37,15,78,0
"3885",373000,1238000,9528,1,22,26,99,0
"3886",373000,1246000,9232,12,19,18,101,0
"3887",373000,1254000,8936,8,12,23,113,0
"3888",373000,1262000,8640,12,13,23,92,0
"3889",373000,1270000,8344,17,28,14,95,0
"3890",373000,1278000,8048,6,24,14,106,0
"3891",373000,1286000,7752,10,22,21,93,0
"3892",373000,1294000,7456,12,28,6,102,0
